value
1, 0.0030011231196951007
2, 0.017215031392116067
3, 0.033767238046139965
4, 0.0452285824756504
5, 0.04985914974315541
6, 0.04810542595695322
7, 0.04195128238175023
8, 0.03626203671312577
9, 0.03103768895107985
10, 0.02778800655460019
11, 0.024989413215988805
12, 0.022531438145563677
13, 0.02110452377883748
14, 0.01872479885110379
15, 0.01750962016460148
16, 0.016059691050024857
17, 0.015760499327969364
18, 0.013772025113692854
19, 0.013076979728610093
20, 0.011700697807154825
21, 0.011392300185959162
22, 0.010637416456465303
23, 0.009445252517813415
24, 0.008777824830151161
25, 0.008437206561964908
26, 0.007788190672582991
27, 0.007581057941929188
28, 0.007337101614714709
29, 0.006918233203837019
30, 0.0067018945740430465
31, 0.005877966600997919
32, 0.0058273341557269894
33, 0.0055787748789424265
34, 0.0053256126525877785
35, 0.00517371531677499
36, 0.0046950085614862
37, 0.004681199712775947
38, 0.0046259643179349325
39, 0.0042577283523281715
40, 0.004059801520814538
41, 0.003926315983282087
42, 0.003617918362086425
43, 0.0036593449082171856
44, 0.0036823596560676083
45, 0.0032082558503489034
46, 0.003203652900778819
47, 0.003249682396479664
48, 0.002853828733452396
49, 0.002835416935172058
50, 0.00286763758216265
51, 0.0026374901036584244
52, 0.0026374901036584244
53, 0.002715740246349861
54, 0.002471783919135382
55, 0.002554637011396903
56, 0.0023935337764439454
57, 0.0023843278773037764
58, 0.002195606944930311
59, 0.002319886583322593
60, 0.002209415793640565
