value
4560
522
231
961
590
2139
222
3014
278
2580
31
27
250
199
132
381
51
31
8
1072
1681
502
260
54
672
600
139
235
365
131
82
1036
94
192
153
63
16
38
343
96
259
99
78
52
66
239
60
28
38
51
115
115
65
51
52
128
32
122
144
32
68
44
348
889
75
57
199
70
29
300
724
306
141
244
94
459
295
1136
102
306
88
158
148
539
516
1735
61
39
26
127
49
33
141
41
82
44
41
67
75
55
60
27
16
10
21
15
1374
152
140
456
86
58
557
67
1255
37
54
781
639
329
467
4473
289
813
11
397
90
67
35
299
376
72
191
14
64
681
152
149
287
44
60
116
314
8
33
31
7
17
7
7
54
62
9
21
27
46
82
50
154
13
23
19
8
15
41
24
34
31
17
8
8
12
9
16
11
15
32
13
31
86
32
104
20
47
27
13
37
77
130
624
50
279
113
25
58
9
7
11
35
22
60
30
106
58
8
130
74
16
32
26
20
9
17
17
4
10
5
14
4
8
5
6
3
6
31
5
12
76
7
36
4
17
5
27
4
321
63
4
9
39
458
257
57
450
59
990
33
10
21
18
6
8
8
10
25
12
23
13
6
35
11
9
4
10
4
11
8
11
3
12
7
11
7
13
5
8
5
14
8
17
3
18
11
5
11
6
15
12
35
6
22
10
12
3
13
16
10
4
14
14
11
7
8
8
10
8
34
5
29
6
16
7
15
6
13
10
13
6
11
5
9
15
27
110
304
15
174
18
32
30
12
31
93
528
22
22
18
28
771
2269
288
271
274
1581
562
13093
128
677
59
109
87
192
144
41
142
48
120
23
31
52
24
16
36
57
7
26
19
35
6
27
42
130
84
16
46
473
392
1498
704
4707
9674
1023
1464
439
11
63
16
46
31
20
16
166
29
145
6205
175
511
494
23
107
431
385
421
29
349
640
78
461
143
33
1541
61
422
125
123
68
135
30
49
19
90
874
54
268
100
218
70
4
824
27
294
203
304
267
224
1056
793
5
20
286
730
273
34
54
34
15
27
16
837
158
10
53
35
8
41
276
206
77
943
263
37
188
64
752
112
135
1139
178
338
88
64
765
349
149
47
75
8748
1371
434
8417
1020
36623
81
104
1736
397
123
438
575
791
207
19
13
109
325
111
323
343
226
3175
1401
883
2137
769
227
90
971
787
595
568
37
559
83
10
25
69
17
28
14
27
11
9
13
17
41
9
8
17
28
14
69
12
65
18
115
30
307
309
110
24
296
116
74
336
400
34
221
36
9
6
19
13
10
85
38
40
61
1348
733
2853
1125
547
56
824
302
106
93
16
15
8
24
293
8
30
23
33
82
18
10
13
16
17
196
24
73
222
38
32106
74
128
97
30
18
52
10
63
44
16
21
18
25
83
31
45
45
46
54
231
125
215
91
2721
26760
3935
53356
23197
5450
14746
1160
11
679
1878
2174
249
273
155
24
273
63
17
97
80
62
7
133
29
122
7
305
362
71
23
35
156
131
255
19
55
23
81
37
111
77
174
505
173
1989
1308
13777
3011
853
268
2277
132
27
17
658
227
71
25
32376
20097
342
324
149
4545
833
157
54
112
173
167
89
24
87
17
38
25
128
23
12
5
22
6
12
112
34
95
23
183
42
269
44
12804
4037
178
10511
103
104
183
40
18
15
8
19
4
13
3
11
3
7
3
13
2
16
4
17
2
8
3
10
3
7
2
9
2
9
2
9
6
17
3
12
3
15
4
8
3
8
3
8
50434
38
68
52
8
121
45
18
27
25
15
3
6
4
17
3
37
8
18
4
9
4
64
8
18
11
49
121
62
44
9
107
213
57
88
23
383
21
306
142
89
56
295
48
6
41
22
15
7
9
4
26
5
15
5
17
4
7
9
7
4
7
3
11
3
6
4
13
5
22
3
12
4
18
3
18
6
8
5
13
4
7
4
12
5
9
5
10
4
13
5
10
4
21
466
35
117
100
141
1071
1132
1270
464
235
671
464
1609
1006
1029
444
67
55
31
23
21
20
56
248
56
143
54
74
125
31
9
7
62
161
31
11
218
27
79
153
1544
1041
252
2463
4753
642
590
3865
541
177
31
365
1721
4154
15436
12497
11965
4433
272
185
4960
159
308
256
318
1138
84
192
66
656
31
73
190
141
37
102
16
1954
4553
8835
992
118
110
687
129
57
63
125
252
24
291
657
884
101
233
88
322
29
333
4417
107
109
100
203
39
33
10
42
13
34
30
20
7
14
21
20
21
40
22
688
1396
23
25
103
91
607
13
96
214
78
191
565
96
240
348
8289
62
12663
157
670
15
16
15
27
14
29
6545
517
1320
234
610
190
652
519
1471
336
94
438
103
18
436
594
210
29
54
21
202
59
61
22
55
88
48
32
129
92
78
14
11
9
29
46
17
10
7
48
32
78
23
83
50
196
54
216
243
23
59
63
106
102
15
13
19
5
121
11
6
16
8
11
33
7
64
18
14
10
6
33
6
57
28
10
12
5
16
7
12
12
36
11
91
60
11
47
14
25
38
16
106
39
27
71
72
119
55
112
148
53
12
7
17
43
8
51
1050
207
57
18
7
15
12
74
8
34
36
10
8
17
8
11
25
16
12
3
9
6
946
5
6
13
7
37
210
5141
19
156
18
44
78
523
416
125
87
136
615
163
471
86
472
487
669
612
20
1324
72
140
58
25
106
29
146
24
45
20
51
66
4
557
51
128
26
18
101
85
55
60
182
229
544
166
59
77
199
254
67
141
196
285
1008
353
64
583
170
1203
179
42
27
9
8
908
407
1626
46
590
13
96
27
941
8
111
24
26
10
6
9
10
22
23
431
529
807
1782
29
2415
52
87
887
706
3770
3293
117
62
13
15
6
7
12
7
9
3
7
3
5
3
6
14
5
16
6
7
5
4
7
4
3
5
6
3
6
5
16
3
4
3
5
3
5
6
6
5
5
3
6
3
7
3
3
3
9
4
8
2
13
3
6
2
6
3
11
4
7
3
7
4
9
3
10
4
6
4
5
4
5
2
5
4
4
3
4
2
6
2
5
3
3
3
7
8
8
4
5
3
7
3
11
2
6
3
8
10
5
4
8
3
6
5
3
3
5
3
6
2
5
3
4
4
14
3
7
2
6
3
5
2
5
3
7
4
5
3
7
2
6
3
4
3
7
3
9
2
4
8
7
3
8
4
3
4
4
5
5
5
5
3
38
4
8
3
31
6
10
3
6
3
14
3
7
3
9
5
9
3
7
2
11
3
7
2
6
2
4
4
7
3
6
2
6
2
5
3
12
4
7
3
8
3
5
5
7
6
5
4
6
2
5
3
5
2
31
5
88
13
10
10
8
6
8
6
11
7
6
5
15
10
9
6
19
6
10
5
17
4
5
5
9
5
7
3
5
3
4
6
6
3
8
3
4
7
4
3
6
2
6
2
5
2
5
2
4
3
4
4
291
28
6
6
5
10
8
8
18
14
7
6
11
7
4
26
7
19
6
8
8
4
7
5
6
5
13
8
15
6
7
5
39
11
6
13
5
17
4
6
9
9
5
12
6
5
12
6
5
4
14
5
4
10
4
4
6
5
6
5
3
4
10
5
10
10
5
11
6
10
4
6
7
10
5
5
7
9
7
6
5
5
5
6
9
6
6
9
5
5
5
9
4
5
12
7
6
8
5
6
4
6
4
6
7
20
5
5
5
6
5
6
3
5
4
5
5
3
6
4
5
4
26
6
6
10
4
6
4
5
38
10
5
7
6
4
5
6
4
6
12
7
6
12
8
6
9
6
7
6
6
9
6
4
11
14
18
24
61
24
63
17
20
38
20
6
12
16
13
43
7
12
650
109
24
47
23
22
21
20
303
69
301
1381
12
229
15
56
57
18
67
45
437
38
102
167
73
93
55
33
60
14
11
163
90
88
29
28
52
30
1398
411
18
533
49
470
2053
3026
401
39
15
33
204
306
11
31
13
28
11
58
328
691
40
108
283
411
490
41
344
1328
386
327
1121
488
150
968
149
11
319
38
67
33
28
19
34
119
220
303
111
55
116
53
95
42
31
47
70
128
31
53
54
480
74
2025
912
518
273
245
19
34
9
27
23
24
13
411
636
131
24
213
98
31
2140
32
46
256
737
1101
20
385
14
182
25
70
1225
80
220
169
161
216
681
45
109
22
22
31
112
29
13
33
36
17
12
18
25
8
27
13
20
14
22
17
13
22
21
23
16
27
13
13
15
12
14
14
14
9
22
13
14
12
24
11
10
13
11
14
12
12
17
11
8
16
19
9
9
8
12
12
12
15
10
9
12
14
37
20
19
17
11
10
14
8
13
10
17
17
13
18
10
23
11
14
12
11
16
11
11
8
11
10
12
10
12
9
21
16
13
8
9
8
19
24
17
27
12
20
11
15
28
18
8
14
22
13
14
9
10
16
10
17
13
9
14
19
11
19
20
17
12
14
15
14
8
11
32
14
10
11
11
5
14
3
21
3
12
4
13
17
8
11
6
11
4
15
15
16
7
15
26
13
7
11
10
8
8
20
10
15
10
6
16
11
9
5
13
6
10
4
17
4
28
3
24
685
926
160
14
12
18
34
55
19
49
79
44
16
164
8
16
17
2865
164
341
60
608
1423
229
1458
299
2004
634
53
54
22
58
25
8
23
7
14
20
10
16
11
13
13
11
18
7
10
9
14
12
12
10
21
11
13
24
12
17
12
12
17
16
21
9
16
7
12
4
6
7
5
7
4
7
9
6
15
5
7
5
5
4
6
8
5
14
8
15
8
6
13
10
7
7
5
3
4
4
9
8
7
11
6
7
5
20
8
38
6
11
12
6
38
5
18
5
19
6
25
3
7
5
7
9
6
33
5
10
6
13
4
7
4
7
5
5
4
13
5
10
5
11
5
233
135
1524
451
60
39
69
474
169
438
217
140
47
108
210
142
1767
2710
9932
4691
26
364
195
382
290
154
715
62
23
19
13
8
17
9
110
13
17
311
44
18
20
11
209
248
177
260
1072
155
23
334
30
590
149
147
121
6202
33
287
5631
431
254
1422
794
380
12543
449
4634
1999
971
213
89
139
78
2365
124
183
49
92
260
35
56
924
105
1643
517
1011
42
25
13
148
88
134
11
169
21
28
10
19
34
5
31
24
18
10
23
13
38
20
202
21
14
13
11
17
10
14
59
20
198
16
29
15
201
17
40
16
66
21
24
16
16
12
25
19
42
27
19
14
73
13
21
13
27
20
43
27
46
21
60
16
47
16
10
15
37
13
10
11
10
17
13
17
12
22
13
15
12
10
11
16
10
20
11
13
11
15
13
10
12
14
13
17
13
15
4079
900
630
341
50
60
54
25
20
17
18
23
42
15
248
26
21
56
10
8
11
10
18
11
15
12
11
32
12
6
7
14
11
12
7
8
6
10
6
13
9
10
43
8
9
11
12
11
188
22
10
16
21
6
7
26
7
14
8
10
6
8
6
7
5
7
5
7
4
7
16
8
20
6
14
14
6
8
8
55
24
7
40
10
15
9
16
30
9
15
11
10
7
12
45
20
10
12
11
9
7
11
11
6
8
5
5
14
30
14
27
44
20
10
27
21
9
25
10
15
16
6
15
10
8
52
14
94
11
70
16
162
17
267
15
63
18
16
9
22
13
27
13
115
11
16
17
198
23
71
17
34
13
141
16
21
13
44
20
228
27
137
14
128
650
144
55
140
431
23
54
436
375
22
34
21
9
8
33
22
11
10
18
12
12
60
219
48
48
37
53
69
73
294
15
358
113
195
119
349
78
366
377
46
76
892
362
38
39
40
27
36
313
114
150
15
215
13
22
45
43
702
709
31
62
26
14
546
290
16
206
1116
1275
449
466
125
932
94
100
109
392
202
204
71
227
2313
644
92
307
48
712
2437
4013
180
244
146
2585
65
227
42
601
362
107
123
90
76
30
70
140
16
224
79
220
84
546
73
12719
82
76
61
133
14
174
35
669
1275
441
1671
8065
339
4289
49
102
34
32
37
36
84
17
30
142
436
342
7086
71
296
1416
540
65
17
469
2952
23
165
64
156
712
470
386
2420
244
59
8
117
10
14
150
25
45
36
481
651
78
139
131
87
27
75
27
7
10
42
87
203
129
23
150
282
96
19
141
298
17
140
37
80
22
23
9
10
6
7
5
26
5
14
4
15
4
32
8
13
3
10
2
53
6
66
5
19
4
54
3
9
7
8
7
7
7
4
9
3
10
5
7
4
6
3
6
4
7
4
7
3
5
5
6
4
5
3
6
4
7
3
6
4
4
3
6
4
4
5
32
4
8
4
5
4
64
6
6
9
7
4
7
6
6
7
7
4
8
4
5
4
6
5
4
5
28
4
10
5
45
4
4
3
44
4
13
4
14
4
21
4
12
4
12
5
6
4
17
3
11
5
15
3
33
7
5
11
7
4
37
4
22
4
33
3
7
7
4
36
14
23
25
17
3
21
6
21
6
27
5
14
6
7
4
6
8
4
7
16
5
7
4
8
3
7
5
7
48
26
23
8
8
59
5
7
6
8
6
9
9
7
6
9
7
6
7
5
5
7
4
9
6
4
7
6
5
5
5
6
4
5
5
6
5
6
5
9
4
5
5
8
6
6
4
6
7
7
13
7
10
6
11
4
45
5
10
5
6
4
7
3
4
5
3
6
3
4
3
5
5
3
5
5
4
5
38
4
16
4
8
4
30
5
9
6
20481
130
333
45
78
49
208
29
114
46
160
50
207
271
116
197
27
90
108
24
31
6
33
39
105
56
50
22
41
36
52
103
10
42
44
26
16
6
10
15
23
9
30
14
49
12
49
18
571
75
343
11
100
26
62
20
5
10
117
41
45
11
13
8
42
12
28
31
287
17
28
41
25
167
748
1433
29
108
72
34
26
51
47
22
18382
8949
1277
117
616
161
122
131
194
531
1207
69
15536
5403
4857
271
1205
67
75
15
129
70
340
155
71
25
277
78
5081
187
109
79
11
53
301
131
15
101
128
60
22
49
23
260
94
103
33
107
23
10
23
46
13
22
61
61
20
112
78
39
4841
140
477
231
239
319
365
8560
148
882
202
2859
40344
1287
137
189
32
74
77
110
23
17
98
1960
102
23
65
13
37
20
29
17
6
7
18
29
20
8
14
5
20
5
20
47
16
38
582
6572
193
312
133
53
80
46
103
79
20
82
86
9
16
59
36
92
100
184
30
151
61
613
48
15
23
7
22
4
13
4
24
76
43
40
138
52
31
219
41
36
30
11
225
23
89
97
16
14
8
14
11
36
5
56
4
75
159
28
259
115
40
35
69
106
56
63
52
62
94
73
13
42
21
57
4
62
11
60
32
34
19
21
7
63
6
13
20
34
6
37
5
19
23
22
28
10
22
37
6
42
41
35
6
29
8
32
7
9
7
12
17
17
15
330
715
62
11
22
39
263
133
41
26
140
358
98
121
73
59
86
23
142
40
155
30
129
21
23
38
47
48
83
7
38
12
21
71
95
24
38
62
26
19
16
159
77
12
93
96
159
20
8
16
8
8
19
12
7
18
19
11
9
9
10
13
10
10
14
16
21
15
10
27
16
10
6
710
798
276
15
1592
179
112
139
1845
254
72
640
1073
887
453
202
962
80
23
17
246
17
81
157
47
300
1089
120
244
77
726
83
103
76
17
37
93
123
102
186
86
185
58
6
29
9
40
120
190
116
27
286
435
1838
146
1820
1651
136
196
13
16
14
21
11
17
177
41
105
99
40
74
44
28
88
52
55
254
150
238
1195
58
1441
993
199
64
28
57
21
57
219
168
701
909
112
272
13
26
68
14
14
3383
3666
474
1462
3909
19319
7094
5803
223
208
359
431
2206
209
614
476
437
355
462
609
38
82
77
21
57
51
42
115
27
131
75
119
26
24
78
34
1832
39
83
17
14
2620
9
179
87
128
26
34
6
364
43
196
33
103
1093
133
5749
83
22
140
347
240
82
60
136
20
21
90
13
4130
167
423
62
2516
1985
61437
14705
9823
219
125
46
31
36
75
34
30
46
127
173
109
243
354
407
55
528
513
26706
17393
1013
4673
3845
246
194
1289
2500
1551
501
144
1020
118
174
191
1577
731
2469
269
362
105
77
259
1613
288
177
30
105
20
40
231
404
100
165
218
851
346
1737
898
39622
17406
9107
6955
361
2223
466
38
157
114
128
8249
159
13130
154
142
1515
45
137
136
47367
22
382
115
1585
3426
285
811
3407
493
36
594
51
418
230
1227
269
173
133
69
1415
2447
576
600
1014
186
3675
1469
1023
1146
1913
180
14
87
40
87
24
40
7
17
8
13
6
8
7
11
7
8
6
9
5
13
5
10
6
20
5
13
5
18
4
559
684
171
280
618
86
59
54
204
202
3034
69
129
23
35
17
247
771
113
44
259
814
73
32349
8979
9399
9786
53
23
155
1680
70
17
1384
83
151
408
7464
5106
69843
3571
14896
500
822
11053
39281
1683
111
118
40
262
48
287
55
32
3112
66
296373
70
34
22
12
33
16
99
10
18
6
23
18
42
10
33
10
18
13
11
5
15
4
14
7
14
5
21
6
18
7
19
10
16
4
13
5
12
3
11
7
13
10
10
4
19
5
16
3
13
6
14
7
14
5
14
4
12
5
11
3
32
7
49
9
21
8
27
10
9
5
30
4
14
3
14
4
21
15
16
7
14
3
8
5
11
6
14
4
6
5
11
4
12
5
11
3
11
7
20
7
13
18
10
3
18
5
10
5
12
13
12
5
10
4
9
4
11
352
20
25
60
13
11
15
13
8
12
4
13
20
10
4
10
3
11
3
17
7
9
5
68
8
2121
1376
4706
17267
5222
3509
680
498
328
734
1379
570
3434
1998
2778
362
399
84
133
22
113
26
8
332
45
15
17
216
33
12
144
87
11
51
13
10
14
62
100
26
10
5
13
7
17
15
33
30
5
30
8
29
39
50
105
66
39
12
13
15
36
452
290
242
498
225
79
87
610
324
403
1379
715
57
73
59
12
310
39
613
2526
103
1359
46
67
41
69
77
18
30
23
22
71
74
52
12
30
19
11
44
119
42
114
40
98
777
50
1220
819
1372
154
30
359
53
82
19
15
14
7
90
45
89
71
58
18
696
1587
649
327
184
548
156
208
72
149
93
677
52
61
144
69
107
291
126
34
2004
532
3182
15
29
11
21
64
9
50
16
30
26
83
49
22
9
18
72
147
46
12
15
10
44
85
56
21
19
84
249
40
91
68
57
50
13
52
18
9
73
44
17
39
61
59
191
160
390
28
236
45
62
77
195
5851
508
471
46
2644
18507
570
227
2159
5558
123
12048
6538
29976
5180
38845
748
5845
827
1960
116
9375
3424
2831
60785
6618
5618
110
67
8
6319
17
622
17
5110
4024
7705
7628
33064
6763
1428
55
49
179
26
100
86
141
50
32
129
111
91
61
103
68
262
46
10731
21414
424
53
81
109
58
34
169
179
1679
28909
11422
21859
4028
4706
151
840
181
669
88
81
25
37
46
146
4981
3758
67
1876
1080
36
38
76
64
3130
2106
104
41
87
18
4859
31
96
178
95
1363
121
15
95
29
95
23
70
172
39
5
33
7
11
13
11
39
18
19
11
10
21
11
28
14
28
13
39
31
14
14
13
60
52
21
19
13
61
44
30
9
34
9
69
31
44
62
26
14
63
23
40
251
150
13
153
27
105
9
46
70
16
5
19
26
439
13
22565
763
3715
84
121
33
96
155
2626
6439
14145
7459
75
87
12
107
14
28
22
31
9
15
57
20
27
26
27
12
26
13
11
9
9
9
18
11
10
10
13
10
10
11
14
10
19
8
15
12
9
11
16
19
39
8
20
11
13
18
22
36
11
12
58
48
18
5
22
14
6
16
7
8
16
10
21
7
38
7
28
9
19
9
15
8
57
7
12
9
17
8
18
8
14
8
8
8
26
6
11
6
9
8
4
11
9
6
6
4
7
3
7
4
14
37
7
13
11
19
19
15
4
13
6
12
7
18
23
17
7
24
11
11
5
17
4
18
4
13
14
20
3
17
5
38
17
19
4
14
4
14
5
11
10
19
8
7
4
16
4
12
8
10
5
19
13
12
6
11
10
9
6
16
11
11
26
16
153
47
1450
25
781
32
24
2318
170
313
263
1031
34
28
79
19
37
66
50
8
163
140
24
3660
500
787
1888
492
18
2492
64
37931
43206
253
2335
41371
29
2988
4615
36741
3281
39144
6874
26156
18228
30527
9539
397
7672
3084
36092
20530
17163
2581
133
160
2354
6950
196
10330
1055
12226
43272
31663
179
28
72
322
15
35
23
2496
6957
695
377
136
363
41513
3318
107
3306
5828
14740
7327
1869
86
41
6537
10
